FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,1,603149000,25,11,U,32188,13922,12540,97339,410182109,94128,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,1,603150000,25,11,U,21,2,2,116,486714,113,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,1,603192000,25,11,U,1253,1348,1214,2955,12453841,2763,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,1,603193000,25,11,U,368006,15520,13975,55201,232621430,45511,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,1,603194000,25,11,U,690,92,83,152,639681,117,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,1,603199090,25,11,U,369722,34419,31000,148516,625843216,136535,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,2,603199090,25,11,U,180,86,76,518,2188534,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,6,2,604200000,25,33,KG,10,11,10,4,16973,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,1,603110000,25,11,U,1600,138,124,384,1623318,365,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,1,603121000,25,11,U,33420,1026,949,5075,21461388,5057,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,1,603129000,25,11,U,115060,3811,3407,17984,76080089,17964,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,1,603141000,25,11,U,20400,1255,1217,3876,16403116,3876,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,1,603193000,25,11,U,52975,2519,1865,10577,44385326,9544,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,603110000,25,11,U,14544,1081,663,4231,17745173,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,603149000,25,11,U,357,23,12,68,295698,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,603193000,25,11,U,236,56,35,235,952711,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,603199090,25,11,U,30,11,5,56,227813,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,604200000,25,33,KG,1184,1514,1184,5456,23423733,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,703900020,25,33,KG,14,17,14,49,206882,0,31,1,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,709999000,25,33,KG,581,710,581,2324,9866821,0,1222,41,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,804501000,25,33,KG,18,21,18,90,377440,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,804502000,25,33,KG,406,480,406,2842,11971925,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,810901010,25,33,KG,490,579,490,3185,13416813,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,810901030,25,33,KG,315,372,315,1872,7885800,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,810903000,25,33,KG,190,225,190,996,4193965,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,810904000,25,33,KG,833,984,833,5356,22562150,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,810905000,25,33,KG,12,14,12,75,315938,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,810909010,25,33,KG,16,19,16,96,404400,0,0,0,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,910991000,25,33,KG,175,215,175,875,3790445,0,300,16,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,910999000,25,33,KG,791,949,791,2531,10842756,0,1290,41,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,1211903000,25,33,KG,63,76,63,208,887745,0,87,3,0
2310,3,628,GBR,3,BOG,25,9,249,1,198,1,8,2,1211909000,25,33,KG,1267,1543,1267,4424,18964027,0,2331,98,0
2310,3,628,GBR,3,BOG,41,9,249,1,198,1,8,2,302710000,41,33,KG,3080,3595,3080,22178,93530227,0,10193,0,0
2310,3,628,GBR,3,BOG,41,9,249,1,198,1,8,2,304310000,41,33,KG,8660,10122,8660,61899,262739799,0,28056,0,0
2310,3,628,GBR,3,BOG,41,9,249,1,199,1,8,2,302710000,41,33,KG,410,480,410,2979,12096441,0,1384,0,0
2310,3,628,GBR,3,BOG,41,9,249,1,199,1,8,2,304310000,41,33,KG,1150,1346,1150,8109,32928296,0,3767,0,0
2310,3,628,GBR,3,BOG,68,8,628,1,198,1,8,2,2710191500,68,67,M3,1616,1034812,1034812,1440553,6223389742,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6111200000,68,11,U,1,0,0,20,84250,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6203220000,68,11,U,6,12,12,171,720338,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6203430000,68,11,U,7,12,12,99,418723,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6204420000,68,11,U,117,12,12,3393,14293013,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6205200000,68,11,U,7,2,2,83,347953,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6209200000,68,11,U,518,12,12,7745,32627076,0,0,0,0
2310,3,628,GBR,3,BOG,68,9,249,1,198,1,8,2,6209300000,68,11,U,43,12,12,549,2311820,0,0,0,0
2310,3,628,GBR,3,BOG,73,3,23,1,198,1,8,2,803902000,73,33,KG,62,98,62,1040,4422174,0,388,16,0
2310,3,628,GBR,3,BOG,73,3,23,1,198,1,8,2,804300000,73,33,KG,50,79,50,1281,5448118,0,478,19,0
2310,3,628,GBR,3,BOG,73,3,23,1,198,1,8,2,804502000,73,33,KG,62,98,62,1477,6279487,0,551,22,0
2310,3,628,GBR,3,BOG,73,3,23,1,198,1,8,2,813400000,73,33,KG,87,138,87,2167,9215810,0,809,33,0
2310,3,628,GBR,3,BOG,73,5,245,1,198,1,8,2,901119000,73,33,KG,432,455,432,10762,47209235,0,0,0,0
2310,3,628,GBR,3,BOG,76,9,169,1,198,1,8,1,6110309000,76,11,U,550,80,72,4615,19479604,4093,0,0,0
2310,3,628,GBR,3,BOG,76,9,169,1,198,1,8,2,4202290000,76,11,U,7,9,4,1642,7200702,0,0,0,0
2310,3,628,GBR,3,BOG,76,9,169,1,198,1,8,2,6504000000,76,11,U,5,9,4,990,4342793,0,0,0,0
2310,3,628,GBR,3,BOG,76,9,249,1,199,1,8,2,1209999000,76,33,KG,4,4,4,26982,113922121,0,533,247,0
2310,3,631,XCF,3,BOG,41,9,999,1,198,1,8,2,2616901000,41,33,KG,52000,52000,52000,37843,160100582,0,0,0,0
2310,3,644,CZE,3,BOG,5,3,23,1,198,1,8,2,1211909000,5,33,KG,0,1,0,1164,4727253,0,1276,0,0
2310,3,644,CZE,3,BOG,5,3,253,1,198,1,8,2,603199010,5,11,U,180805,28921,27611,114645,477541891,0,0,0,0
2310,3,644,CZE,3,BOG,5,7,827,1,198,1,6,2,603199010,5,11,U,2500,491,480,2375,10027464,0,0,0,0
2310,3,644,CZE,3,BOG,5,8,618,1,198,1,6,2,603199010,5,11,U,6585,1321,1257,6862,28904490,0,0,0,0
2310,3,644,CZE,3,BOG,5,8,618,1,198,1,8,2,603199010,5,11,U,900,69,67,562,2376674,0,0,0,0
2310,3,644,CZE,3,BOG,5,9,249,1,198,1,8,2,603199010,5,11,U,3540,699,588,2547,10749388,0,0,0,0
2310,3,644,CZE,3,BOG,8,3,23,1,4,1,8,2,9805000000,8,11,U,14,316,226,750,3040320,0,0,0,0
2310,3,644,CZE,3,BOG,11,3,23,1,198,1,6,1,7007210000,11,11,U,3,497,396,6264,26227431,5777,1907,63,0
2310,3,644,CZE,3,BOG,11,3,23,1,199,1,8,2,301110020,11,11,U,30,4,3,6,24930,0,1,0,0
2310,3,644,CZE,3,BOG,11,3,23,1,199,1,8,2,301110090,11,11,U,26760,559,450,7040,29250778,0,779,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,6,1,603110000,11,11,U,300,18,15,108,438570,108,0,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,8,1,603121000,11,11,U,6800,223,204,1156,4850565,1119,0,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,8,1,603129000,11,11,U,70000,2595,2419,11779,49619899,11412,0,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,8,2,603121000,11,11,U,6600,181,163,1173,4965391,0,0,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,8,2,603129000,11,11,U,47600,1574,1420,8892,37570472,0,0,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,8,2,603193000,11,11,U,9328,3543,3168,14528,63529593,0,0,0,0
2310,3,644,CZE,3,BOG,11,3,253,1,198,1,8,2,603199090,11,11,U,1435,144,130,1222,5157530,0,0,0,0
2310,3,644,CZE,3,BOG,11,3,573,1,198,1,8,1,603110000,11,11,U,5700,297,242,2070,9023958,1939,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,1,603110000,11,11,U,800,29,29,485,2127530,482,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,1,603121000,11,11,U,2400,46,45,360,1569383,360,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,1,603129000,11,11,U,17200,610,592,2560,11160064,2560,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,1,603193000,11,11,U,16200,1136,1112,4140,18160772,4129,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,2,603110000,11,11,U,2600,203,199,1123,4650826,0,511,0,98
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,2,603121000,11,11,U,800,35,34,148,612932,0,67,0,13
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,6,2,603129000,11,11,U,3000,69,68,570,2360615,0,259,0,50
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,8,2,603110000,11,11,U,48650,4454,4235,22251,94240896,0,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,8,2,603110000,25,11,U,4300,401,80,1859,7535940,0,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,8,2,603121000,11,11,U,93600,3315,3066,15748,66338450,0,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,8,2,603129000,11,11,U,93800,3107,2871,15184,63962600,0,0,0,0
2310,3,644,CZE,3,BOG,11,8,618,1,198,1,8,2,603193000,11,11,U,3200,176,156,552,2333519,0,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,198,1,6,1,603193000,11,11,U,12640,948,933,4298,18852110,4289,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,198,1,8,1,603110000,11,11,U,1600,166,158,736,3129538,685,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,198,1,8,2,603121000,11,11,U,1500,48,43,240,1015346,0,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,198,1,8,2,603129000,11,11,U,1250,48,43,213,899005,0,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,198,1,8,2,603193000,11,11,U,27440,1925,1739,8579,36242003,0,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,198,1,8,2,603199090,11,11,U,192,85,77,139,585688,0,0,0,0
2310,3,644,CZE,3,BOG,11,9,169,1,104,2,8,2,8517629000,11,11,U,11,254,243,92873,385881535,0,1380,922,0
2310,3,644,CZE,3,BOG,11,9,249,1,198,1,8,1,603110000,11,11,U,119500,9444,8984,44283,191218236,40452,0,0,0
2310,3,644,CZE,3,BOG,11,9,249,1,198,2,8,2,603110000,11,11,U,600,33,25,201,844508,0,0,0,0
2310,3,644,CZE,3,BOG,25,3,23,1,198,1,8,2,301110090,25,11,U,8060,298,298,2173,9532914,0,0,0,0
2310,3,644,CZE,3,BOG,25,3,253,1,198,1,5,1,603121000,25,11,U,3500,28,25,476,2005850,444,0,0,0
2310,3,644,CZE,3,BOG,25,3,253,1,198,1,5,1,603129000,25,11,U,79500,619,563,9858,41541316,9142,0,0,0
2310,3,644,CZE,3,BOG,25,3,253,1,198,1,6,1,603121000,11,11,U,1200,24,23,204,889318,204,0,0,0
2310,3,644,CZE,3,BOG,25,3,253,1,198,1,6,1,603129000,11,11,U,7800,254,239,1287,5610548,1287,0,0,0
2310,3,644,CZE,3,BOG,25,3,253,1,198,1,8,2,603110000,25,11,U,4056,275,248,3904,16085252,0,0,0,0
2310,3,644,CZE,3,BOG,25,3,253,1,198,1,8,2,603129000,25,11,U,140378,4090,1885,17611,72569722,0,0,0,0
2310,3,644,CZE,3,BOG,25,3,573,1,198,1,5,1,603121000,25,11,U,4800,44,40,490,1988182,446,0,0,0
2310,3,644,CZE,3,BOG,25,3,573,1,198,1,6,1,603129000,11,11,U,16200,497,480,2284,9957741,2284,0,0,0
2310,3,644,CZE,3,BOG,25,3,573,1,198,1,8,2,603110000,25,11,U,475,29,8,120,504456,0,0,0,0
2310,3,644,CZE,3,BOG,25,3,573,1,198,2,8,2,603110000,25,11,U,250,16,4,3,10597,0,0,0,0
2310,3,644,CZE,3,BOG,25,7,827,1,198,2,8,2,603129000,25,11,U,400,14,4,4,16215,0,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,5,1,603121000,25,11,U,2400,80,30,326,1371379,305,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,5,1,603129000,25,11,U,4140,119,45,530,2226475,493,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,1,603110000,25,11,U,45950,3264,2958,11028,46553489,9392,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,1,603121000,25,11,U,42780,1504,1382,6235,26429446,6123,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,1,603129000,25,11,U,101780,3023,2230,14680,62024653,14333,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,1,603193000,25,11,U,94980,6497,2970,30240,129654327,28387,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,2,603110000,25,11,U,40050,1560,1008,14159,60798643,0,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,2,603129000,25,11,U,30400,282,256,5352,22592879,0,0,0,0
2310,3,644,CZE,3,BOG,25,8,618,1,198,1,8,2,603193000,25,11,U,11280,482,264,2040,8623876,0,0,0,0
2310,3,644,CZE,3,BOG,25,9,169,1,198,1,8,1,603129000,25,11,U,400,14,8,64,271981,62,0,0,0
2310,3,644,CZE,3,BOG,25,9,169,1,198,1,8,2,603110000,25,11,U,8400,687,211,2969,12534732,0,0,0,0
2310,3,644,CZE,3,BOG,25,9,169,1,198,1,8,2,603129000,25,11,U,4860,194,55,717,3028763,0,0,0,0
2310,3,644,CZE,3,BOG,25,9,249,1,198,1,8,1,603121000,25,11,U,48720,1623,1574,8282,35050868,8282,0,0,0
2310,3,644,CZE,3,BOG,25,9,249,1,198,1,8,1,603129000,25,11,U,84480,2580,2502,15171,64204063,15171,0,0,0
2310,3,644,CZE,3,BOG,25,9,249,1,198,1,8,1,603193000,25,11,U,103200,6642,6442,20640,87347861,20640,0,0,0
2310,3,644,CZE,3,BOG,25,9,249,1,198,1,8,2,603110000,25,11,U,113650,3514,2550,37737,157987192,0,0,0,0
2310,3,644,CZE,3,BOG,63,9,169,1,198,1,8,2,901111000,63,33,KG,212,221,212,5121,21706812,0,1482,0,0
2310,3,644,CZE,3,BOG,76,3,23,1,198,1,8,2,901119000,76,33,KG,216,224,216,5079,21340075,0,1410,75,0
2310,3,644,CZE,3,BOG,76,9,169,1,198,1,8,1,3923299000,76,11,U,1103165,443,334,9361,39589722,6983,2919,0,74
2310,3,647,DOM,3,BOG,5,0,580,1,198,1,8,2,6108220000,5,11,U,15,1,1,38,156378,0,0,0,0
2310,3,647,DOM,3,BOG,5,0,580,1,198,1,8,2,6108310000,5,11,U,15,3,3,206,849260,0,0,0,0
2310,3,647,DOM,3,BOG,5,0,580,1,198,1,8,2,6108320000,5,11,U,96,19,14,883,3639084,0,0,0,0
2310,3,647,DOM,3,BOG,5,0,580,1,198,1,8,2,6208220000,5,11,U,150,10,9,2177,8970384,0,0,0,0
2310,3,647,DOM,3,BOG,5,0,580,1,198,1,8,2,6212100000,5,11,U,15,1,1,60,247237,0,0,0,0
2310,3,647,DOM,3,BOG,5,0,580,1,198,1,8,2,8501201900,5,11,U,4,49,35,3680,15505724,0,0,0,0
2310,3,647,DOM,3,BOG,5,3,493,1,198,1,8,2,6104430000,5,11,U,10,5,3,177,777316,0,0,0,0
2310,3,647,DOM,3,BOG,5,3,493,1,198,1,8,2,6204630000,5,11,U,29,14,8,476,2088840,0,0,0,0
2310,3,647,DOM,3,BOG,5,3,493,1,198,1,8,2,6204690000,5,11,U,23,8,5,271,1187513,0,0,0,0
2310,3,647,DOM,3,BOG,5,3,493,1,198,1,8,2,6206400000,5,11,U,92,28,17,946,4150394,0,0,0,0
2310,3,647,DOM,3,BOG,5,3,493,1,198,1,8,2,6211430000,5,11,U,42,24,14,815,3576093,0,0,0,0
2310,3,647,DOM,3,BOG,5,3,493,1,198,1,8,2,8308109000,5,33,KG,16,20,16,1081,4552027,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,3926904000,5,11,U,5,3,3,32,137853,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,3926909090,5,11,U,5,5,5,82,347651,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8413702100,5,11,U,5,3,3,37,153650,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8414309100,5,11,U,5,41,39,334,1420751,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8414309200,5,11,U,5,45,42,360,1531603,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8414590000,5,11,U,5,3,2,55,233567,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8418999020,5,11,U,5,5,5,105,447235,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8418999090,5,11,U,12,1,1,173,733613,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8450900000,5,11,U,65,101,101,1193,4955888,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8481808000,5,11,U,5,2,2,23,93985,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8501109200,5,11,U,15,6,5,120,509570,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8501401900,5,11,U,5,8,8,93,387947,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8516800010,5,11,U,5,1,1,35,149418,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8532290000,5,11,U,5,1,1,11,46369,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,169,1,198,1,8,2,8536102000,5,11,U,20,0,0,19,82235,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,249,1,198,1,6,2,603199010,5,11,U,6305,264,248,1737,7566932,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,249,1,198,1,6,2,604200000,5,33,KG,118,130,118,1232,5404365,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,249,1,198,1,8,2,603199010,5,11,U,525,77,62,348,1411341,0,0,0,0
2310,3,647,DOM,3,BOG,5,9,249,1,198,2,8,2,603199010,5,11,U,72,16,13,1,2992,0,0,0,0
2310,3,647,DOM,3,BOG,8,9,169,1,198,1,8,2,5807100000,8,33,KG,93,103,93,4339,18646873,0,0,0,0
2310,3,647,DOM,3,BOG,8,9,169,1,198,1,8,2,6204490000,8,11,U,1,1,1,569,2342696,0,0,0,0
2310,3,647,DOM,3,BOG,8,9,169,1,198,1,8,2,6217100000,8,11,U,19,14,13,1755,7233378,0,0,0,0
2310,3,647,DOM,3,BOG,8,9,169,1,198,1,8,2,8422900000,8,11,U,1395,11,11,2420,10171132,0,0,0,0
2310,3,647,DOM,3,BOG,8,9,249,1,198,1,8,2,603129000,8,11,U,800,23,8,232,980754,0,0,0,0
2310,3,647,DOM,3,BOG,8,9,249,1,198,1,8,2,603199090,8,11,U,2800,79,28,860,3635555,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,603110000,11,11,U,950,63,59,341,1447847,310,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,2106907300,11,33,KG,150,177,150,4083,17261702,3642,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,3004201900,11,33,KG,128,151,128,8454,35736241,8219,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,3004321900,11,33,KG,89,105,89,11024,46602832,10797,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,3004501000,11,33,KG,555,655,555,19187,81110425,18648,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,3004902900,11,33,KG,451,533,451,65463,276737167,64604,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,3302109000,11,33,KG,175,195,175,5166,21861244,3959,847,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,4902909000,11,11,U,2200,233,228,814,3299761,814,874,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,5804210000,11,82,M2,1608,369,329,18348,75091835,16662,1152,40,250
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,6212200000,11,11,U,40,16,13,1166,4803036,1076,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,6212300000,11,11,U,6,2,2,236,970900,209,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,1,7117190000,11,33,KG,31,31,31,4228,17979537,3496,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,2106907400,11,33,KG,428,451,428,23583,99696060,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,2106907900,11,33,KG,37,48,37,1692,7194536,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3004201900,11,33,KG,11,17,11,956,4060650,0,16,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3004201900,25,33,KG,250,334,250,8835,35875484,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3004501000,11,33,KG,352,418,352,16350,69639774,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3004902100,11,33,KG,2718,2912,2718,19706,81609032,0,3513,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3004902900,11,33,KG,4316,4447,4316,136014,578608805,0,73,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3302101000,11,33,KG,1525,1729,1525,18522,78539758,0,2780,25,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3304990000,11,33,KG,168,174,168,20926,86227476,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3304990000,25,33,KG,338,424,338,9589,40773631,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3401300000,25,33,KG,224,296,224,2918,11848893,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,3923900000,11,11,U,561,60,60,392,1629567,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,4016999000,11,11,U,28,10,8,3766,15821281,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,4202290000,11,11,U,7,3,3,50,204465,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6104299000,11,11,U,294,30,30,368,1526940,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6104430000,11,11,U,301,30,30,361,1500764,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6104530000,11,11,U,80,30,30,84,349015,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6117809000,11,11,U,11,1,1,11,45704,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6117909000,11,11,U,4,2,2,8,31152,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6204620000,11,11,U,291,30,30,335,1390451,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6206300000,11,11,U,305,5,5,275,1140531,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6212100000,11,11,U,15,3,2,254,1045690,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6212200000,11,11,U,797,205,179,17401,73172581,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6212300000,11,11,U,98,18,13,1310,5399084,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6212900000,11,11,U,76,14,10,778,3205348,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6403190000,11,19,2U,85,30,30,119,494438,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6405900000,11,19,2U,153,153,150,904,3725988,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,6505009000,11,11,U,2,0,0,2,8310,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,8476810000,11,11,U,2,235,202,14241,62082215,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,198,1,8,2,8501522000,11,11,U,1,440,393,10855,45890136,0,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,2106903000,11,33,KG,542,592,542,8361,36001991,4279,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,2106907300,11,33,KG,909,1004,909,24720,107763322,22047,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,3004201900,11,33,KG,156,173,156,23100,100702139,22801,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,3004321900,11,33,KG,49,53,49,9351,39762144,9329,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,3004501000,11,33,KG,52,56,52,3788,16106917,3664,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,3004902900,11,33,KG,1141,1245,1141,80978,348411650,73539,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,3006600000,11,33,KG,8,9,8,540,2296129,536,0,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,1,3302109000,11,33,KG,50,59,50,929,3859939,916,681,0,0
2310,3,647,DOM,3,BOG,11,0,580,1,199,1,8,2,4202129000,11,11,U,55,32,28,402,1671408,0,0,0,0
