FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2309,3,493,MEX,3,BOG,50,9,249,1,104,2,8,2,8481909000,13,11,U,19,5,4,2504,9888966,0,16.47,0,14.37
2309,3,493,MEX,3,BOG,50,9,249,1,104,2,8,2,8483309000,13,11,U,2,2,2,1257,4963516,0,8.26,0,7.21
2309,3,493,MEX,3,BOG,50,9,249,1,104,2,8,2,8487902000,13,11,U,39,14,13,7463,29470017,0,49.07,0,42.83
2309,3,493,MEX,3,BOG,50,9,249,1,104,2,8,2,9015900000,13,11,U,6,58,52,16574,65446070,0,345,0,700
2309,3,493,MEX,3,BOG,66,0,580,1,198,1,8,2,3917400000,66,33,KG,10,11,10,2507,10159718,0,335.8,0,0
2309,3,493,MEX,3,BOG,66,0,580,1,2,2,8,2,8481804000,66,11,U,24,11,10,24,97261,0,0,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,3917399000,66,33,KG,34,40,34,249,1015673,0,22.56,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,3918101000,66,82,M2,119,28,24,896,3658669,0,81.28,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,3923509000,66,11,U,296,45,39,467,1909187,0,42.41,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,7304590000,66,33,KG,1,1,1,36,147693,0,3.28,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,7318151000,66,33,KG,0,0,0,3,10786,0,0.24,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,7318159000,66,33,KG,4,4,4,47,193247,0,4.29,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,7318160000,66,33,KG,1,1,1,5,20510,0,0.46,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,7326909000,66,11,U,123,18,15,619,2528968,0,56.18,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8301500000,66,11,U,40,7,6,79,322760,0,7.17,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8301600000,66,11,U,5,3,3,101,413868,0,9.19,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8302101000,66,11,U,10,5,4,156,637757,0,14.17,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8302300000,66,11,U,16,5,5,70,284192,0,6.31,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8409996000,66,11,U,15,10,9,328,1338433,0,29.73,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8421219000,66,11,U,20,44,38,1425,5821529,0,129.33,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8483309000,66,11,U,6,1,1,41,169388,0,3.76,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8512201000,66,11,U,100,159,137,2007,8199739,0,182.17,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8512309000,66,11,U,10,0,0,16,65369,0,1.45,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8531900000,66,11,U,10,18,16,587,2399864,0,53.32,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8536501100,66,11,U,20,6,5,193,788515,0,17.52,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8537109000,66,11,U,33,18,16,601,2456490,0,54.57,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8544421000,66,33,KG,254,296,254,9554,39033127,0,867.16,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8708210000,66,11,U,5,3,3,101,412643,0,9.17,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8708291000,66,11,U,10,115,99,1200,4903093,0,108.93,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8708292000,66,11,U,30,40,35,251,1024661,0,22.76,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8708293000,66,11,U,10,1,1,45,185076,0,4.11,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8708299000,66,11,U,50,13,11,412,1683255,0,37.4,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,8708999900,66,11,U,20,0,0,13,51478,0,1.14,0,0
2309,3,493,MEX,3,BOG,66,3,493,1,104,2,8,2,9405610000,66,11,U,99,761,655,25257,103187403,0,2292.42,0,0
2309,3,493,MEX,3,BOG,66,9,249,1,198,1,8,2,6212200000,66,11,U,1680,231,210,30140,122469670,0,2688,0,0
2309,3,493,MEX,3,BOG,68,3,493,1,198,1,8,2,2710191500,68,67,M3,4893,3861731,3861731,3729910,15088266646,0,0,0,0
2309,3,493,MEX,3,BOG,68,9,169,1,198,1,8,2,4016930000,68,11,U,2,1,1,323,1321397,0,0,0,41.97
2309,3,493,MEX,3,BOG,68,9,169,1,198,1,8,2,8422900000,68,11,U,5,4,3,1223,5007180,0,0,0,159.03
2309,3,493,MEX,3,BOG,68,9,169,1,198,1,8,2,9021102000,68,11,U,575,8,7,25150,98266332,0,0,0,127.43
2309,3,493,MEX,3,BOG,68,9,169,1,199,1,8,2,9021102000,68,11,U,773,10,9,28964,115790541,0,0,0,127.43
2309,3,493,MEX,3,BOG,76,9,169,1,198,1,8,1,3917329900,76,33,KG,5,5,5,393,1551839,369.04,82.18,0,30
2309,3,493,MEX,3,BOG,76,9,169,1,104,2,8,2,3304910000,76,33,KG,30,36,30,181,719885,0,479.9,0.14,0
2309,3,493,MEX,3,BOG,76,9,169,1,104,2,8,2,3304990000,76,33,KG,4,4,4,66,260742,0,78.67,0.05,0
2309,3,493,MEX,3,BOG,76,9,249,1,198,1,8,2,6212200000,76,11,U,349,123,111,9462,38657908,0,0,0,0
2309,3,496,MDA,3,BOG,11,8,618,1,198,1,6,2,603129000,11,11,U,6400,201,197,1120,4550963,0,637.5,0,90
2309,3,496,MDA,3,BOG,11,9,169,1,198,1,8,1,603121000,11,11,U,800,34,30,148,584408,144.11,0,0,0
2309,3,496,MDA,3,BOG,11,9,169,1,198,1,8,1,603129000,11,11,U,3000,131,117,549,2167836,542.4,0,0,0
2309,3,496,MDA,3,BOG,11,9,169,1,198,1,8,2,603129000,11,11,U,450,14,13,77,305827,0,0,0,0
2309,3,496,MDA,3,BOG,25,7,827,1,198,1,5,2,603110000,25,11,U,350,16,5,77,314716,0,0,0,0
2309,3,496,MDA,3,BOG,25,7,827,1,198,1,5,2,603141000,25,11,U,40,25,10,63,255750,0,0,0,0
2309,3,496,MDA,3,BOG,25,8,618,1,198,1,5,1,603129000,25,11,U,1200,8,8,163,668076,152.39,0,0,0
2309,3,496,MDA,3,BOG,25,9,169,1,198,1,5,1,603129000,25,11,U,5700,44,40,735,3010024,683.95,0,0,0
2309,3,496,MDA,3,BOG,25,9,249,1,198,1,8,2,603110000,25,11,U,2808,206,205,3523,14275477,0,0,0,0
2309,3,500,MNE,3,BOG,11,8,618,1,198,1,6,2,603110000,11,11,U,68150,4533,4454,22677,92142824,0,11848.75,0,422.96
2309,3,500,MNE,3,BOG,11,8,618,1,198,1,6,2,603193000,11,11,U,2720,121,119,912,3705784,0,476.6,0,17.04
2309,3,521,NIC,3,BOG,5,0,580,1,198,1,8,2,3907301010,11,33,KG,50,55,50,698,2861160,0,894,0,88.46
2309,3,521,NIC,3,BOG,8,9,169,1,198,1,8,2,5807100000,8,33,KG,7,8,7,419,1655295,0,0,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,1,4902909000,11,11,U,1500,147,145,743,3017045,742.5,604.5,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,1207101000,11,33,KG,138,243,138,65299,265334279,0,1283.37,277,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,3004491000,11,33,KG,144,155,144,6268,24748556,0,529.36,50,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,3004902900,11,33,KG,658,865,658,23225,91709584,0,0,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,3305100000,11,33,KG,177,233,177,8205,32400584,0,0,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,3926909090,11,11,U,16300,53,46,3178,12752166,0,0,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8413200000,11,11,U,2,19,17,613,2504373,0,67.93,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8413200000,25,11,U,2,19,16,562,2297357,0,63.11,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8481300000,25,11,U,15,16,14,486,1985587,0,54.54,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8481806000,11,11,U,12,200,186,1092,4465690,0,580,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8481809900,11,11,U,76,156,138,4962,20270882,0,549.85,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8481809900,25,11,U,54,62,53,1820,7436309,0,204.27,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8481909000,11,11,U,5,9,8,291,1187879,0,32.22,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,8481909000,25,11,U,28,93,80,2745,11215380,0,308.08,0,0
2309,3,521,NIC,3,BOG,11,0,580,1,198,1,8,2,9403200000,11,11,U,20,721,600,3700,14610190,0,3790,75,3645
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,1,3004902900,11,33,KG,48,57,48,1297,5275678,1022.76,25.93,0.43,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,2106907400,11,33,KG,601,774,601,8897,36199287,0,177.94,2.94,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,3004101000,11,33,KG,68,88,68,1155,4697878,0,23.09,0.38,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,3004201900,11,33,KG,380,490,380,23952,97453000,0,479.03,7.91,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,3004902900,11,33,KG,2394,3084,2394,112000,455699103,0,2239.98,36.98,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,3304300000,11,33,KG,426,463,426,10010,40161920,0,0,0,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,4017000000,11,33,KG,3028,3088,3028,21682,84614872,0,6030,670,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,8421211000,11,11,U,130,458,410,8024,31506958,0,0,0,0
2309,3,521,NIC,3,BOG,11,9,169,1,198,1,8,2,8421999000,11,11,U,150,26,23,1583,6213829,0,0,0,0
2309,3,521,NIC,3,BOG,25,0,580,1,198,1,8,1,3004902900,25,33,KG,1453,1453,1453,64073,260350040,53854.97,0,0,0
2309,3,521,NIC,3,BOG,25,9,169,1,198,1,8,2,4016993000,25,11,U,240000,117,104,6754,27445437,0,1328.33,65.34,0
2309,3,521,NIC,3,BOG,25,9,169,1,198,1,8,2,8309900000,25,33,KG,396,444,396,2653,10778591,0,521.67,25.66,0
2309,3,521,NIC,3,BOG,25,9,169,1,198,1,8,2,8431439000,25,11,U,507,193,175,14569,59580242,0,952.5,60,0
2309,3,528,NGA,3,BOG,11,1,211,1,198,1,8,2,8481809900,11,11,U,1,283,269,2143,8706521,0,2381,0,0
2309,3,538,NOR,3,BOG,11,3,23,1,104,2,8,2,106190000,11,11,U,1,55,31,50,204680,0,0,0,0
2309,3,538,NOR,3,BOG,11,9,169,1,198,1,8,2,9015401000,11,11,U,1,27,25,16500,65153550,0,0,0,20
2309,3,548,NZL,3,BOG,5,1,211,1,198,1,8,2,603199090,5,11,U,120,15,12,48,189538,0,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,1,6,1,603110000,11,11,U,1000,63,58,330,1335124,297.94,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,1,8,1,603110000,11,11,U,9250,573,534,3000,12190080,2787.43,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,1,8,2,603110000,11,11,U,13567,926,883,6706,27447722,0,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,1,8,2,603110000,25,11,U,40520,2744,1314,13180,52038093,0,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,1,8,2,603192000,11,11,U,9560,1618,1336,13510,55248605,0,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,1,8,2,603193000,11,11,U,17378,3955,3266,20968,85747388,0,0,0,0
2309,3,548,NZL,3,BOG,11,1,211,1,198,2,8,2,603110000,11,11,U,300,20,16,3,11845,0,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,5,2,603110000,25,11,U,3350,193,83,798,3246552,0,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,1,603110000,25,11,U,13710,704,636,3425,13412620,2929.35,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,1,603192000,25,11,U,240,89,79,536,2090513,498.09,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,1,603193000,25,11,U,4200,142,126,630,2458600,519.41,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,1,603194000,25,11,U,800,73,65,176,686847,135.87,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,1,603199090,25,11,U,4488,275,248,1730,6782005,1628.16,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,2,603110000,25,11,U,152856,9729,3825,33226,131896152,0,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,2,603199090,25,11,U,144,56,49,562,2194289,0,0,0,0
2309,3,548,NZL,3,BOG,25,1,211,1,198,1,8,2,603900000,25,11,U,284,16,15,689,2786768,0,0,0,0
2309,3,548,NZL,3,BOG,25,9,589,1,198,1,8,1,603110000,25,11,U,6850,397,365,1713,6691097,1466.76,0,0,0
2309,3,548,NZL,3,BOG,25,9,589,1,198,1,8,1,603199090,25,11,U,960,56,51,355,1387841,340.34,0,0,0
2309,3,556,OMN,3,BOG,5,9,249,1,198,1,5,2,603199010,5,11,U,180,28,25,112,447347,0,0,0,0
2309,3,556,OMN,3,BOG,11,1,211,1,104,2,8,2,8207139000,8,11,U,1,65,54,3233,12771744,0,645.32,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,7318159000,8,33,KG,36,45,36,1166,4602751,0,82.8,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,7318160000,8,33,KG,2,3,2,5,19820,0,0.36,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,7318210000,8,33,KG,5,6,5,88,346775,0,6.24,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,7415290000,8,33,KG,15,19,15,565,2229142,0,40.1,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,7508909000,8,33,KG,15,19,15,703,2774040,0,49.9,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,7806009000,8,33,KG,26,32,26,288,1135201,0,20.42,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,8413919000,8,11,U,355,23,18,6177,24388103,0,438.68,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,8481807000,5,11,U,5,223,222,6340,25949260,0,0,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,8483109900,8,11,U,15,258,183,17571,69374898,0,1300,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,8487902000,8,11,U,20,1,1,328,1295381,0,23.3,0,0
2309,3,556,OMN,3,BOG,11,8,618,1,104,2,8,2,8536901000,8,11,U,10,1,1,278,1096429,0,19.72,0,0
2309,3,556,OMN,3,BOG,25,9,249,1,198,1,8,2,604200000,25,33,KG,64,70,64,1840,7189266,0,0,0,0
2309,3,556,OMN,3,BOG,76,9,249,1,198,1,8,2,901119000,76,33,KG,140,140,140,6835,26697051,0,1345,0,0
2309,3,573,NLD,3,BOG,5,3,253,1,198,1,6,2,603199010,5,11,U,30530,4786,4339,18661,75847136,0,0,0,0
2309,3,573,NLD,3,BOG,5,3,253,1,198,1,8,1,603199090,5,11,U,39840,2177,1960,9030,36961788,4373.24,0,0,0
2309,3,573,NLD,3,BOG,5,3,253,1,198,1,8,2,603199010,5,11,U,18155,2516,2416,8562,34839339,0,0,0,0
2309,3,573,NLD,3,BOG,5,3,253,1,198,1,8,2,603199090,5,11,U,45360,3441,3097,11340,46104584,0,0,0,0
2309,3,573,NLD,3,BOG,5,3,573,1,198,1,6,2,603199010,5,11,U,8460,1240,747,5413,22153988,0,0,0,0
2309,3,573,NLD,3,BOG,5,3,573,1,198,1,6,2,810905000,5,33,KG,1584,1590,1584,5220,21368592,0,0,0,0
2309,3,573,NLD,3,BOG,5,3,573,1,198,1,8,2,603199010,5,11,U,47010,7456,6286,29126,116361842,0,0,0,0
2309,3,573,NLD,3,BOG,5,3,573,1,198,2,8,2,603149000,5,11,U,13801,5,3,6,24371,0,0,0,0
2309,3,573,NLD,3,BOG,5,5,245,1,198,1,8,2,603141000,5,11,U,3520,207,186,600,2355954,0,0,0,0
2309,3,573,NLD,3,BOG,5,5,245,1,198,1,8,2,810905000,5,33,KG,3579,4808,3579,18775,75059248,0,6653.67,0,0
2309,3,573,NLD,3,BOG,5,8,618,1,198,1,6,2,603199010,5,11,U,126957,18383,15538,81773,326859314,0,0,0,0
2309,3,573,NLD,3,BOG,5,8,618,1,198,1,6,2,810905000,5,33,KG,4919,4933,4919,19627,80346888,0,0,0,0
2309,3,573,NLD,3,BOG,5,8,618,1,198,1,8,2,603199010,5,11,U,49621,7339,6830,25162,100777393,0,0,0,0
2309,3,573,NLD,3,BOG,5,8,618,1,198,1,8,2,604200000,5,33,KG,502,648,502,3949,15410155,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,169,1,198,1,6,2,603199010,5,11,U,9000,1454,1390,4875,19471269,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,169,1,198,1,8,2,603199010,5,11,U,4640,733,712,2671,10922948,0,1920,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,1,6,2,603199010,5,11,U,76451,12333,10530,47253,191114130,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,1,8,1,603141000,5,11,U,9570,763,740,1340,5483855,1334.54,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,1,8,2,603141000,5,11,U,16000,941,847,3520,13821597,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,1,8,2,603193000,5,11,U,1000,47,42,110,439751,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,1,8,2,603199010,5,11,U,24275,3611,3073,14222,55617946,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,2,8,2,603192000,5,11,U,120,4,3,0,491,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,2,8,2,603199010,5,11,U,96,9,7,1,3930,0,0,0,0
2309,3,573,NLD,3,BOG,5,9,249,1,198,2,8,2,604200000,5,33,KG,6,8,6,0,614,0,0,0,0
2309,3,573,NLD,3,BOG,11,1,211,1,198,1,8,2,603110000,11,11,U,2794,227,211,1251,5119984,0,0,0,0
2309,3,573,NLD,3,BOG,11,1,211,1,198,1,8,2,603199090,11,11,U,100,11,10,85,347908,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,23,1,198,1,8,2,9701990000,11,11,U,6,100,63,15845,61906563,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,1,603110000,11,11,U,75375,5656,5487,27197,110273441,26353.34,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,1,603121000,11,11,U,5500,210,185,1013,3994079,985.75,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,1,603129000,11,11,U,339920,11702,10135,55412,220827531,53512.08,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,1,603193000,11,11,U,6060,192,190,1394,5639078,1389.86,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,2,603110000,11,11,U,1450,105,102,511,2007351,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,2,603121000,11,11,U,85250,3264,2858,14617,58434966,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,2,603129000,11,11,U,112710,3519,3129,18054,71991505,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,6,2,604200000,25,33,KG,754,798,754,5846,23651396,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,8,2,603110000,11,11,U,17100,988,955,3905,15821645,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,8,2,603121000,11,11,U,11360,320,291,1704,6812149,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,8,2,603129000,11,11,U,67709,2667,2576,11418,46271356,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,1,8,2,603193000,11,11,U,35440,1538,1326,5905,24006281,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,253,1,198,2,8,2,603110000,11,11,U,324,26,18,3,12794,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,1,603110000,11,11,U,6500,550,518,2263,9155713,2054.62,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,1,603121000,11,11,U,669850,19163,17626,48875,195388743,45124.58,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,1,603129000,11,11,U,819840,22520,20714,81012,323863274,76567.24,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,603110000,11,11,U,4600,421,410,1610,6589794,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,603121000,11,11,U,33300,676,611,1332,5262625,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,603129000,11,11,U,93440,3231,2922,17107,67589179,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,603191000,11,11,U,15000,683,633,3600,14628096,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,603193000,11,11,U,7200,285,245,893,3527381,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,810903000,11,33,KG,2208,2850,2208,7335,28800399,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,810905000,11,33,KG,30843,40727,30843,166661,653858117,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,6,2,810909010,11,33,KG,56,72,56,218,856468,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,1,603121000,11,11,U,140850,3135,3041,8451,33009183,7852.59,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,1,603129000,11,11,U,176980,6184,5947,22038,86441201,20846.69,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,602109000,11,11,U,160900,274,252,12100,49166697,0,1151.8,0,1070.2
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,603110000,11,11,U,7851,403,370,3140,12554503,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,603121000,11,11,U,450,12,11,72,287837,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,603129000,11,11,U,68138,2264,2186,10546,42680046,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,603193000,11,11,U,3070,271,249,952,3804649,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,603199090,11,11,U,686,255,234,535,2139111,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,804200000,11,33,KG,450,531,450,1575,6319831,0,1185.53,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,810901010,11,33,KG,468,552,468,2945,11817069,0,2210.3,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,810903000,11,33,KG,563,664,563,1673,6712310,0,1254.81,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,810909010,11,33,KG,150,176,150,506,2031207,0,375.95,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,198,1,8,2,6114300000,11,11,U,17,3,3,14869,58409595,0,0,0,150
2309,3,573,NLD,3,BOG,11,3,573,1,199,1,8,2,301110020,11,11,U,80,2,2,160,650138,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,199,1,8,2,301110090,11,11,U,19267,554,443,4501,18288005,0,0,0,0
2309,3,573,NLD,3,BOG,11,3,573,1,199,1,8,2,301110090,50,11,U,14166,422,415,2905,11879881,0,0,0,0
2309,3,573,NLD,3,BOG,11,5,245,1,198,1,8,2,8518500000,11,11,U,10,55,50,5180,20992157,0,230,51,0
2309,3,573,NLD,3,BOG,11,5,245,1,104,2,8,2,2844430000,11,33,KG,1,1,1,100,406336,0,0,0,0
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,6,1,603129000,11,11,U,22560,853,775,4038,15857016,3954.83,0,0,0
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,6,2,603121000,11,11,U,200,13,12,20,79955,0,0,0,0
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,6,2,603129000,11,11,U,45240,1312,1189,5246,20973743,0,0,0,0
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,603129000,11,11,U,12600,450,406,2142,8563159,0,0,0,0
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,4203100000,11,11,U,52,27,17,1647,6692354,0,0,0,10.4
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6103430000,11,11,U,562,76,47,6897,28022962,0,0,0,43.55
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6107120000,11,11,U,158,13,8,1493,6066596,0,0,0,9.43
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6109909000,11,11,U,329,58,46,4472,18171346,0,0,0,28.24
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6115960000,11,19,2U,30,3,2,180,731405,0,0,0,1.14
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6207190000,11,11,U,249,22,14,3360,13652890,0,0,0,21.22
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6210400000,11,11,U,101,31,19,1919,7797588,0,0,0,12.12
2309,3,573,NLD,3,BOG,11,7,827,1,198,1,8,2,6211399000,11,11,U,41,10,6,615,2498966,0,0,0,3.88
2309,3,573,NLD,3,BOG,11,8,618,1,198,1,6,1,603110000,11,11,U,32825,2453,2328,11918,48360342,11388.2,0,0,0
2309,3,573,NLD,3,BOG,11,8,618,1,198,1,6,1,603121000,11,11,U,9450,185,178,1486,5851524,1480.97,0,0,0
2309,3,573,NLD,3,BOG,11,8,618,1,198,1,6,1,603129000,11,11,U,73000,2456,2334,11764,46422333,11664.99,0,0,0
2309,3,573,NLD,3,BOG,11,8,618,1,198,1,6,1,603193000,11,11,U,900,31,30,108,436950,107.42,0,0,0
2309,3,573,NLD,3,BOG,11,8,618,1,198,1,6,2,603110000,11,11,U,61400,4588,4504,22047,86498623,0,0,0,0
